hide;lat;lon;status;closed;name;addr;town;posttown;county;postcode;prev;img;url;gsv
;51.2723047934;-0.3996960832;bone;c1905;Blacksmith’s Arms ;Church Street ;Effingham ;Leatherhead;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/effingham_blacksmithsarms.jpg;http://www.closedpubs.co.uk/surrey/effingham_blacksmithsarms.html;https://www.google.co.uk/maps/@51.2722462,-0.3995096,3a,75y,306.85h,90.04t/data=!3m6!1e1!3m4!1sC-xlCmB9d9DU4lhJbkEcdw!2e0!7i13312!8i6656
;51.2676765182;-0.3979459432;bone;1904;Prince Blucher ;;Effingham ;Leatherhead;Surrey;;Horse & Jockey ;http://www.closedpubs.co.uk/surrey/pics/effingham_princeblucher.jpg;http://www.closedpubs.co.uk/surrey/effingham_princeblucher.html;https://www.google.co.uk/maps/@51.2677462,-0.3980623,3a,89.8y,128.34h,85.87t/data=!3m6!1e1!3m4!1sSfOExwcSXz6JvzX15fAoPQ!2e0!7i13312!8i6656
;51.2929635712;-0.4211953309;gone;;Lord Howard of Effingham;Forest Road;Effingham Junction;Leatherhead;Surrey;KT24 5HL;;https://i.pinimg.com/736x/84/06/8c/84068cfdd408d395f4e92c32fe4ecfac--surrey-the-lord.jpg;https://whatpub.com/pubs/SHB/374/lord-howard-effingham-junction;https://www.google.co.uk/maps/@51.2929793,-0.4205792,3a,52y,262.22h,87.38t/data=!3m6!1e1!3m4!1ssS6-I8M22r9N6KyqYxukFg!2e0!7i13312!8i6656
;51.2628975598;-0.4317216589;open;;Duke of Wellington;Guildford Road;East Horsley;Leatherhead;Surrey;KT24 6AA;;https://whatpub.com/img/SHB/181/duke-of-wellington-east-horsley/200/150;https://whatpub.com/pubs/SHB/181/duke-of-wellington-east-horsley;https://www.google.co.uk/maps/@51.2627852,-0.4314686,3a,75y,314.81h,86.76t/data=!3m6!1e1!3m4!1sFDOnd66TJAFhUAdYgbw98w!2e0!7i13312!8i6656
;51.2781389797;-0.4361218241;dead;1989;Railway Hotel ;Ockham Road ;East Horsley;Leatherhead;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/easthorsley_railway.jpg;http://www.closedpubs.co.uk/surrey/easthorsley_railway.html;https://www.google.co.uk/maps/@51.2783344,-0.4357608,3a,43.3y,222.55h,93.1t/data=!3m6!1e1!3m4!1sXDJCH-yZoMbaN8Lq52Vkrw!2e0!7i13312!8i6656
;51.2651457038;-0.45654148;open;;King William IV;83 The Street;West Horsley;Leatherhead;Surrey;KT24 6BG;;https://whatpub.com/img/SHB/350/king-william-iv-west-horsley/200/150;https://whatpub.com/pubs/SHB/350/king-william-iv-west-horsley;https://www.google.co.uk/maps/@51.2649555,-0.4562187,3a,45.6y,318.75h,90.25t/data=!3m6!1e1!3m4!1scPSoEOwhVGuc-_JcCyR_HA!2e0!7i13312!8i6656
;51.2707886564;-0.4539464428;open;;Barley Mow;181 The Street;West Horsley;Leatherhead;Surrey;KT24 6HR;;https://whatpub.com/img/SHB/39/barley-mow-west-horsley/200/150;https://whatpub.com/pubs/SHB/39/barley-mow-west-horsley;https://www.google.co.uk/maps/@51.2707374,-0.4535237,3a,42.5y,287.93h,88.41t/data=!3m6!1e1!3m4!1sBqlcb-KjFEt2AOiAjW2e0A!2e0!7i13312!8i6656
;51.2630964507;-0.4561525637;bone;1860;Red Lion ;Cranmore Lane ;West Horsley;Leatherhead;Surrey;;;;http://www.closedpubs.co.uk/surrey/westhorsley_redlion.html;https://www.google.co.uk/maps/@51.2632084,-0.4559727,3a,75y,220.34h,83.29t/data=!3m7!1e1!3m5!1sckjVXU1Mo4QlpSiKv4gxlA!2e0!6s%2F%2Fgeo0.ggpht.com%2Fcbk%3Fpanoid%3DckjVXU1Mo4QlpSiKv4gxlA%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D33.082756%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
;;;;;;;;;;;;;;
;;;open;;Well House;Chipstead Lane;Mugswell;Coulsdon ;Surrey;CR5 3SQ;;https://whatpub.com/img/REI/255/well-house-inn-mugswell/298/224/1;https://whatpub.com/pubs/REI/255/well-house-inn-mugswell;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;51.2301902877;-0.3372782761;gone;1986;Arundel Arms;22 Howard Road;;Dorking;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/dorking_arundelarms.JPG|https://whatpub.com/img/REI/82/arundel-arms-dorking/298/224/1;https://whatpub.com/pubs/REI/82/arundel-arms-dorking;https://www.google.co.uk/maps/@51.230175,-0.3370713,3a,75y,269.8h,91.47t/data=!3m7!1e1!3m5!1s93mncSvAe58W8jWgR_RmQg!2e0!6s%2F%2Fgeo2.ggpht.com%2Fcbk%3Fpanoid%3D93mncSvAe58W8jWgR_RmQg%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D119.28106%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
;51.2325835833;-0.3308362161;bone;;Black Horse;29 High Street;;Dorking;Surrey;;;;http://www.closedpubs.co.uk/surrey/dorking_blackhorse.html;https://www.google.co.uk/maps/@51.232503,-0.3307248,3a,75y,325.99h,92.24t/data=!3m6!1e1!3m4!1sEmQvSMEUUQ5wXXB8M-EQRw!2e0!7i13312!8i6656
;51.2318894098;-0.3321433458;bone;;George;High Street;;Dorking;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/dorking_george.jpg;http://www.closedpubs.co.uk/surrey/dorking_george.html;https://www.google.co.uk/maps/@51.2318099,-0.3321317,3a,75y,285.47h,95.18t/data=!3m6!1e1!3m4!1slvHDPndHSROePx4s1hysHQ!2e0!7i13312!8i6656
;51.2318654999;-0.3332627962;bone;;Gun;1 North Street;;Dorking;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/dorking_gun.jpg;http://www.closedpubs.co.uk/surrey/dorking_gun.html;https://www.google.co.uk/maps/@51.231946,-0.3332057,3a,75y,196.85h,92.02t/data=!3m6!1e1!3m4!1sBlRtHVdwtt66qyuIV0kRmw!2e0!7i13312!8i6656
;51.2317958091;-0.3330589403;bone;;Old King's Head;26 North Street;;Dorking;Surrey;;;;;https://www.google.co.uk/maps/@51.2315805,-0.3330595,3a,39.9y,359.8h,94.86t/data=!3m6!1e1!3m4!1sNqnn1LD-3d3V9e2Cw-cm5Q!2e0!7i13312!8i6656
;51.231662558;-0.3332143683;bone;;Queen's Arms;West Street;;Dorking;Surrey;;;;http://www.closedpubs.co.uk/surrey/dorking_queensarms.html;https://www.google.co.uk/maps/@51.2315774,-0.3330601,3a,75y,310.81h,92.12t/data=!3m6!1e1!3m4!1sI7ujkvLpFXchPZesXOKH5A!2e0!7i13312!8i6656
;51.2328568746;-0.3294574128;bone;1950s;Ram;68 High Street;;Dorking;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/dorking_ram.jpg;http://www.closedpubs.co.uk/surrey/dorking_ram.html;https://www.google.co.uk/maps/@51.232854,-0.3297643,3a,60y,93.22h,91.17t/data=!3m6!1e1!3m4!1sUxk4NyofyWQQ9OvM9DLa4A!2e0!7i13312!8i6656
;51.2321645986;-0.3310153845;bone;1964;Red Lion Hotel;81 High Street;;Dorking;Surrey;;Cardinal's Cap;;http://www.closedpubs.co.uk/surrey/dorking_redlion.html;https://www.google.co.uk/maps/@51.232231,-0.3312512,3a,75y,136.24h,89.17t/data=!3m7!1e1!3m5!1sVyEcFMqSXoKzlSkwyvjhTQ!2e0!6s%2F%2Fgeo3.ggpht.com%2Fcbk%3Fpanoid%3DVyEcFMqSXoKzlSkwyvjhTQ%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D70.198654%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
;51.2319296488;-0.331668372;bone;;Rock;89 High Street;;Dorking;Surrey;;;;http://www.closedpubs.co.uk/surrey/dorking_rock.html;
;51.2316085409;-0.3344837995;bone;;Rose & Crown;10 West Street;;Dorking;Surrey;;;;http://www.closedpubs.co.uk/surrey/dorking_rosecrown.html;https://www.google.co.uk/maps/@51.2316956,-0.3345849,3a,54.8y,136.58h,93.89t/data=!3m6!1e1!3m4!1stEWB3o06_bbFi2b7_0i6bQ!2e0!7i13312!8i6656
;51.2324377936;-0.3311168052;bone;1971;Sun;26 High Street;;Dorking;Surrey;;;;http://www.closedpubs.co.uk/surrey/dorking_sun.html;https://www.google.co.uk/maps/@51.2323831,-0.3309606,3a,78.1y,315.67h,92.78t/data=!3m6!1e1!3m4!1s_9k2Sc4b90pJ0_7Bmjsn-w!2e0!7i13312!8i6656
;51.2324923443;-0.3310142907;bone;c1950;Three Tuns;27 High Street;;Dorking;Surrey;;;;http://www.closedpubs.co.uk/surrey/dorking_threetuns.html;https://www.google.co.uk/maps/@51.2323831,-0.3309606,3a,55.9y,359.05h,92.67t/data=!3m6!1e1!3m4!1s_9k2Sc4b90pJ0_7Bmjsn-w!2e0!7i13312!8i6656
;51.2317886524;-0.3323750841;bone;;Wheatsheaf;8 High Street;;Dorking;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/dorking_wheatsheaf.jpg;http://www.closedpubs.co.uk/surrey/dorking_wheatsheaf.html;
;51.2314129224;-0.3333008616;bone;;White Lion;78 South Street;;Dorking;Surrey;;;;http://www.closedpubs.co.uk/surrey/dorking_whitelion.html;https://www.google.co.uk/maps/@51.2314203,-0.3331185,3a,75y,269.3h,89.03t/data=!3m6!1e1!3m4!1so_7HW1ITF_b8iLPDfF9Stg!2e0!7i13312!8i6656
