_id;hide;kind;vague;lat;lon;status;closed;name;addr;town;posttown;county;postcode;prev;img;url;listed;gsv
kt228-edmund-tylney;;;;51.2953041669;-0.3274534656;open;;Edmund Tylney;30-34 High Street;;Leatherhead;Surrey;KT22 8AW;;https://whatpub.com/img/KIN/6956/edmund-tylney-leatherhead/298/224/40246;https://whatpub.com/pubs/KIN/6956/edmund-tylney-leatherhead;;https://www.google.co.uk/maps/@51.2954217,-0.3272702,3a,27.3y,243.84h,96.31t/data=!3m6!1e1!3m4!1sAF1QipP97jVl2ON8AdtBoDqnZwSGLvc6vleVgEf4Ks-E!2e10!7i13312!8i6656
kt228-dukes-head;;;;51.2956052239;-0.3270417465;open;;Duke’s Head;57 High Street;;Leatherhead;Surrey;KT22 8AG;;https://whatpub.com/img/KIN/6954/dukes-head-leatherhead/298/224/40245;https://whatpub.com/pubs/KIN/6954/dukes-head-leatherhead;;https://www.google.co.uk/maps/@51.2954914,-0.3269627,3a,48.1y,356.3h,101.24t/data=!3m8!1e1!3m6!1sAF1QipNd7AWTTcrg-5mHTV_TiSfRmDAWuQwQGraRATDi!2e10!3e11!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNd7AWTTcrg-5mHTV_TiSfRmDAWuQwQGraRATDi%3Dw203-h100-k-no-pi-0-ya26.588015-ro-0-fo100!7i8704!8i4352
kt228-running-horse;;;;51.2944232071;-0.3320715583;open;;Running Horse;38 Bridge Street;;Leatherhead;Surrey;KT22 8BZ;;https://whatpub.com/img/KIN/7083/running-horse-leatherhead/298/224/22127;https://whatpub.com/pubs/KIN/7083/running-horse-leatherhead;;https://www.google.co.uk/maps/@51.2942948,-0.3320083,3a,75y,356.92h,92.37t/data=!3m6!1e1!3m4!1sY35jQ7gziFRHbWIwCpLxow!2e0!7i13312!8i6656
kt228-blue-bird;;bar;;51.295529751;-0.327183905;bone;;Blue Bird ;53-55 High Street ;;Leatherhead;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/leatherhead_bluebird.jpg;http://www.closedpubs.co.uk/surrey/leatherhead_bluebird.html;;https://www.google.co.uk/maps/@51.2954914,-0.3269627,3a,50y,308.65h,102.75t/data=!3m8!1e1!3m6!1sAF1QipNd7AWTTcrg-5mHTV_TiSfRmDAWuQwQGraRATDi!2e10!3e11!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNd7AWTTcrg-5mHTV_TiSfRmDAWuQwQGraRATDi%3Dw203-h100-k-no-pi-0-ya26.588015-ro-0-fo100!7i8704!8i4352
kt228-kings-head-1;;;;51.2952798475;-0.3278933479;bone;;King’s Head [1];High Street ;;Leatherhead;Surrey;;;https://photos.francisfrith.com/frith/leatherhead-high-street-1906_54877.jpg;http://www.closedpubs.co.uk/surrey/leatherhead_kingshead.html;;
kt228-kings-head-2;;;;51.2952647535;-0.3280797628;bone;1960s ;King’s Head [2];High Street ;;Leatherhead;Surrey;;;/img/pub/leatherhead-kings-head-2a.png;http://www.closedpubs.co.uk/surrey/leatherhead_kingshead.html;;
kt228-prince-wales;;;;51.2960563871;-0.3282889751;gone;1980s;Prince of Wales ;Lower Fairfield Road ;;Leatherhead;Surrey;;;https://i.pinimg.com/originals/1b/6b/e6/1b6be6c778cdc0aaf34f4ba9bc8f646e.jpg|/img/pub/leatherhead-prince-of-wales-a.png;;;
kt228-swan-hotel;;;;51.2952865571;-0.3294879225;bone;1930s;Swan Hotel ;High Street ;;Leatherhead;Surrey;;;https://photos.francisfrith.com/frith/leatherhead-bridge-street-the-swan-hotel-1888_21342.jpg|http://www.leatherheadlocalhistory.org.uk/Leatherhead%20High%20Street.jpg;http://www.closedpubs.co.uk/surrey/leatherhead_swan.html;;https://www.google.co.uk/maps/@51.2951368,-0.3298119,3a,75y,45.29h,96.11t/data=!3m6!1e1!3m4!1s5_8glVsa7U2aSFv5JpJrkg!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
kt229-rising-sun-1;;;;51.2917424889;-0.3376123336;bone;1930s;Rising Sun [1];Guildford Road ;;Leatherhead;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/fetcham_risingsun.jpg|/img/pub/leatherhead-rising-sun-1a.png|https://photos.francisfrith.com/frith/leatherhead-fetcham-road-1906_54884.jpg;http://www.closedpubs.co.uk/surrey/fetcham_risingsun.html;;https://www.google.co.uk/maps/@51.2914851,-0.3375755,3a,41.5y,352.23h,91.67t/data=!3m6!1e1!3m4!1s9q0eUKN1BnelI5LRZdSclA!2e0!7i13312!8i6656
kt229-rising-sun-2;;;;51.2914120531;-0.3385806111;gone;1990s ;Rising Sun [2];Guildford Road ;;Leatherhead;Surrey;KT22 9DJ ;;https://photos.francisfrith.com/frith/leatherhead-rising-sun-c1965_l26096.jpg;http://www.closedpubs.co.uk/surrey/fetcham_risingsun2.html;;https://www.google.co.uk/maps/@51.2916695,-0.3381839,3a,78.2y,219.91h,96.55t/data=!3m6!1e1!3m4!1sioRalikPf4LRsculLIA3Gw!2e0!7i13312!8i6656
kt229-bell;;;;51.2911319348;-0.3548602773;open;;Bell;Bell Lane;Fetcham;Leatherhead;Surrey;KT22 9ND;;https://whatpub.com/img/KIN/6908/bell-fetcham/298/224/22121;https://whatpub.com/pubs/KIN/6908/bell-fetcham;;https://www.google.co.uk/maps/@51.2913157,-0.3546588,3a,47.5y,208.95h,96.71t/data=!3m6!1e1!3m4!1sNtUQ3Y9J9rRrvUVfbwHoGw!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
kt233-windsor-castle;;;;51.2787849389;-0.3876771046;open;;Olde Windsor Castle;Little Bookham Street;Little Bookham;Leatherhead;Surrey;KT23 3AA;;https://whatpub.com/img/KIN/7042/olde-windsor-castle-little-bookham/200/150;https://whatpub.com/pubs/KIN/7042/olde-windsor-castle-little-bookham;;https://www.google.co.uk/maps/@51.2788641,-0.387293,3a,52.1y,260.98h,88.68t/data=!3m7!1e1!3m5!1s-RH-yO4qYzFHYJmDXuRKdw!2e0!6s%2F%2Fgeo1.ggpht.com%2Fcbk%3Fpanoid%3D-RH-yO4qYzFHYJmDXuRKdw%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D88.75758%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
kt233-bookham-grange-hotel;;hotel;;51.289647452;-0.3901487616;open;;Bookham Grange Hotel;Little Bookham Common;Little Bookham;Leatherhead;Surrey;KT23 3HS;;https://whatpub.com/img/KIN/6918/bookham-grange-hotel-little-bookham/298/224/42532;https://whatpub.com/pubs/KIN/6918/bookham-grange-hotel-little-bookham;;https://www.google.co.uk/maps/@51.2898364,-0.3905152,3a,75y,140.11h,85.62t/data=!3m6!1e1!3m4!1sWHMPKmXocdkFoxHfTLStzA!2e0!7i13312!8i6656
kt233-fox-hounds;;;;;;bone;after 1892;Fox & Hounds ;;Little Bookham;Leatherhead;Surrey;;;;http://www.closedpubs.co.uk/surrey/littlebookham_foxhounds.html;;
kt233-childs-hall;;;;51.2774997221;-0.3851705816;bone;1890s;Child’s Hall ;Lower Road ;Little Bookham;Leatherhead;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/greatbookham_childshall.jpg;http://www.closedpubs.co.uk/surrey/greatbookham_childshall.html;;https://www.google.co.uk/maps/@51.2773663,-0.3848171,3a,54.7y,307.89h,86.51t/data=!3m6!1e1!3m4!1s8o6wl2cqM43aQUrgN196jQ!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
kt234-preston-cross-hotel;;hotel;;51.2762966854;-0.3874424127;gone;;Preston Cross Hotel & Country Club;Rectory Lane;Great Bookham;Leatherhead;Surrey;KT23 4DY;;https://whatpub.com/img/KIN/7055/preston-cross-hotel-country-club-great-bookham/298/224/22124;https://whatpub.com/pubs/KIN/7055/preston-cross-hotel-country-club-great-bookham;;https://www.google.co.uk/maps/@51.2763386,-0.3867247,3a,50.4y,257.77h,96.89t/data=!3m7!1e1!3m5!1srCTzMD6hukyJ32oRhHKDaQ!2e0!6s%2F%2Fgeo0.ggpht.com%2Fcbk%3Fpanoid%3DrCTzMD6hukyJ32oRhHKDaQ%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D228.41396%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
kt234-royal-oak;;;;51.2786565861;-0.373722241;open;;Royal Oak;16 High Street;Great Bookham;Leatherhead;Surrey;KT23 4AG;;https://whatpub.com/img/KIN/7078/royal-oak-great-bookham/200/150;https://whatpub.com/pubs/KIN/7078/royal-oak-great-bookham;;https://www.google.co.uk/maps/@51.2787184,-0.3735932,3a,75y,259.65h,91.06t/data=!3m6!1e1!3m4!1sTdKJRhXbrj_m6YK-zvLC7w!2e0!7i13312!8i6656
kt234-crown;;;;51.2791804797;-0.3738194711;open;;Old Crown;1 High Street;Great Bookham;Leatherhead;Surrey;KT23 4AA;;https://whatpub.com/img/KIN/7035/old-crown-great-bookham/298/224/22123;https://whatpub.com/pubs/KIN/7035/old-crown-great-bookham;;https://www.google.co.uk/maps/@51.2792653,-0.3740479,3a,75y,101.94h,90.2t/data=!3m6!1e1!3m4!1sctZMN4V0sswOhDaJdo0dVw!2e0!7i13312!8i6656
kt234-anchor;;;;51.2816387986;-0.3683484352;open;;Anchor;161 Lower Road;Great Bookham;Leatherhead;Surrey;KT23 4AH;;https://whatpub.com/img/KIN/6892/anchor-great-bookham/298/224/22122;https://whatpub.com/pubs/KIN/6892/anchor-great-bookham;;https://www.google.co.uk/maps/@51.28177,-0.3686353,3a,41.3y,113.47h,94.48t/data=!3m6!1e1!3m4!1shByoxht6pNmcXv8bFdnvMg!2e0!7i13312!8i6656
kt234-kings-arms;;;;51.2798234894;-0.3750854744;bone;;King’s Arms ;Church Street ;Great Bookham;Leatherhead;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/greatbookham_kingsarms.jpg;http://www.closedpubs.co.uk/surrey/greatbookham_kingsarms.html;;https://www.google.co.uk/maps/@51.2798186,-0.3752436,3a,56.2y,100.55h,93.58t/data=!3m6!1e1!3m4!1siFfs3RazdxDnbova3P97pA!2e0!7i13312!8i6656
kt234-saracen;;;;51.2773118021;-0.3722611097;bone;1890s;Saracen ;;Great Bookham;Leatherhead;Surrey;;White Hart|Saracen & Ring;http://www.closedpubs.co.uk/surrey/pics/greatbookham_saracenring.jpg;http://www.closedpubs.co.uk/surrey/greatbookham_saracenring.html;;https://www.google.co.uk/maps/@51.2770721,-0.372263,3a,55.1y,3.97h,94.27t/data=!3m6!1e1!3m4!1s9Wi0Fhi14C0EBQM-s3A3CA!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
kt245-plough;;;;51.2726353667;-0.4018566026;open;;Plough;Orestan Lane;Effingham ;Leatherhead;Surrey;KT24 5SW ;;https://photos.francisfrith.com/frith/effingham-the-plough-c1955_e26017.jpg;https://whatpub.com/pubs/SHB/440/plough-inn-effingham;;https://www.google.co.uk/maps/@51.2725547,-0.4017032,3a,75y,322.91h,87.42t/data=!3m6!1e1!3m4!1s5T4YZYE6hThKy0Y64voGNA!2e0!7i13312!8i6656
kt245-sir-douglas-haig;;;;51.2722284424;-0.4001721753;open;;Sir Douglas Haig;The Street;Effingham ;Leatherhead;Surrey;KT24 5LU;Blucher Hotel;https://photos.francisfrith.com/frith/effingham-sir-douglas-haig-hotel-c1965_e26068.jpg|https://whatpub.com/img/SHB/573/sir-douglas-haig-effingham/200/150;https://whatpub.com/pubs/SHB/573/sir-douglas-haig-effingham;;https://www.google.co.uk/maps/@51.2724442,-0.400478,3a,42y,138.45h,94.74t/data=!3m6!1e1!3m4!1sMjpshMBs_h-TiWMxZnMXrw!2e0!7i13312!8i6656
kt245-blacksmiths-arms;;;;51.2723047934;-0.3996960832;bone;c1905;Blacksmith’s Arms ;Church Street ;Effingham ;Leatherhead;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/effingham_blacksmithsarms.jpg;http://www.closedpubs.co.uk/surrey/effingham_blacksmithsarms.html;;https://www.google.co.uk/maps/@51.2722462,-0.3995096,3a,75y,306.85h,90.04t/data=!3m6!1e1!3m4!1sC-xlCmB9d9DU4lhJbkEcdw!2e0!7i13312!8i6656
kt245-prince-blucher;;;;51.2676765182;-0.3979459432;bone;1904;Prince Blucher ;;Effingham ;Leatherhead;Surrey;;Horse & Jockey ;http://www.closedpubs.co.uk/surrey/pics/effingham_princeblucher.jpg;http://www.closedpubs.co.uk/surrey/effingham_princeblucher.html;;https://www.google.co.uk/maps/@51.2677462,-0.3980623,3a,89.8y,128.34h,85.87t/data=!3m6!1e1!3m4!1sSfOExwcSXz6JvzX15fAoPQ!2e0!7i13312!8i6656
kt245-lord-howard-effingham;;;;51.2929635712;-0.4211953309;gone;;Lord Howard of Effingham;Forest Road;Effingham Junction;Leatherhead;Surrey;KT24 5HL;;https://i.pinimg.com/736x/84/06/8c/84068cfdd408d395f4e92c32fe4ecfac--surrey-the-lord.jpg;https://whatpub.com/pubs/SHB/374/lord-howard-effingham-junction;;https://www.google.co.uk/maps/@51.2929793,-0.4205792,3a,52y,262.22h,87.38t/data=!3m6!1e1!3m4!1ssS6-I8M22r9N6KyqYxukFg!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
kt246-duke-wellington;;;;51.2628975598;-0.4317216589;open;;Duke of Wellington;Guildford Road;East Horsley;Leatherhead;Surrey;KT24 6AA;;https://whatpub.com/img/SHB/181/duke-of-wellington-east-horsley/200/150;https://whatpub.com/pubs/SHB/181/duke-of-wellington-east-horsley;;https://www.google.co.uk/maps/@51.2627852,-0.4314686,3a,75y,314.81h,86.76t/data=!3m6!1e1!3m4!1sFDOnd66TJAFhUAdYgbw98w!2e0!7i13312!8i6656
kt246-railway-hotel;;;;51.2781389797;-0.4361218241;dead;1989;Railway Hotel ;Ockham Road ;East Horsley;Leatherhead;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/easthorsley_railway.jpg;http://www.closedpubs.co.uk/surrey/easthorsley_railway.html;;https://www.google.co.uk/maps/@51.2783344,-0.4357608,3a,43.3y,222.55h,93.1t/data=!3m6!1e1!3m4!1sXDJCH-yZoMbaN8Lq52Vkrw!2e0!7i13312!8i6656
kt246-king-william-iv;;;;51.2651457038;-0.45654148;open;;King William IV;83 The Street;West Horsley;Leatherhead;Surrey;KT24 6BG;;https://whatpub.com/img/SHB/350/king-william-iv-west-horsley/200/150;https://whatpub.com/pubs/SHB/350/king-william-iv-west-horsley;;https://www.google.co.uk/maps/@51.2649555,-0.4562187,3a,45.6y,318.75h,90.25t/data=!3m6!1e1!3m4!1scPSoEOwhVGuc-_JcCyR_HA!2e0!7i13312!8i6656
kt246-barley-mow;;;;51.2707886564;-0.4539464428;open;;Barley Mow;181 The Street;West Horsley;Leatherhead;Surrey;KT24 6HR;;https://whatpub.com/img/SHB/39/barley-mow-west-horsley/200/150;https://whatpub.com/pubs/SHB/39/barley-mow-west-horsley;;https://www.google.co.uk/maps/@51.2707374,-0.4535237,3a,42.5y,287.93h,88.41t/data=!3m6!1e1!3m4!1sBqlcb-KjFEt2AOiAjW2e0A!2e0!7i13312!8i6656
kt246-red-lion;;;;51.2630964507;-0.4561525637;bone;1860;Red Lion ;Cranmore Lane ;West Horsley;Leatherhead;Surrey;;;;http://www.closedpubs.co.uk/surrey/westhorsley_redlion.html;;https://www.google.co.uk/maps/@51.2632084,-0.4559727,3a,75y,220.34h,83.29t/data=!3m7!1e1!3m5!1sckjVXU1Mo4QlpSiKv4gxlA!2e0!6s%2F%2Fgeo0.ggpht.com%2Fcbk%3Fpanoid%3DckjVXU1Mo4QlpSiKv4gxlA%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D33.082756%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
rh11-red-lion;;;;51.240286;-0.177303;open;;Red Lion;48 Linkfield Lane;;Redhill;Surrey;RH1 1DP;;http://www.closedpubs.co.uk/surrey/pics/redhill_dragon.jpg|https://whatpub.com/img/REI/312/red-lion-redhill/298/224/1;https://whatpub.com/pubs/REI/312/red-lion-redhill;;https://www.google.co.uk/maps/@51.240169,-0.1771646,3a,75y,305.35h,90.03t/data=!3m6!1e1!3m4!1shE83nLaRLNxatwaWTXzqVA!2e0!7i13312!8i6656
rh11-dragon;;;;51.239289;-0.171039;dead;2012;Dragon;39 Holland Close;;Redhill;Surrey;RH1 1HT;;https://whatpub.com/img/REI/287/dragon-redhill/298/224/1;http://www.closedpubs.co.uk/surrey/redhill_dragon.html|https://whatpub.com/pubs/REI/287/dragon-redhill;;https://www.google.co.uk/maps/@51.2391751,-0.1708923,3a,75y,324.54h,88.07t/data=!3m6!1e1!3m4!1snlf8yxkaXZUUzQvXeTmkrw!2e0!7i13312!8i6656
rh11-sun;;;;51.241406;-0.168376;open;;Sun;17-21 London Road;;Redhill;Surrey;RH1 1LY;;https://whatpub.com/img/REI/317/sun-redhill/298/224/1000001;https://whatpub.com/pubs/REI/317/sun-redhill;;https://www.google.co.uk/maps/@51.2414218,-0.1680514,3a,90y,284.97h,93.61t/data=!3m6!1e1!3m4!1szNN2TIDkfsttTuvLZXddtg!2e0!7i13312!8i6656
rh11-harlequin-theatre;;bar;;51.240858;-0.167825;open;;Harlequin Theatre;Warwick Quadrant, London Road;;Redhill;Surrey;RH1 1NN;;https://whatpub.com/img/REI/294/harlequin-theatre-redhill/298/224/1000001;https://whatpub.com/pubs/REI/294/harlequin-theatre-redhill;;https://www.google.co.uk/maps/@51.241344,-0.16814,3a,75y,161.65h,94.46t/data=!3m6!1e1!3m4!1sfFg42ygRspsGr8Yojv1fXQ!2e0!7i13312!8i6656
rh11-abbot;;;;51.240038;-0.167141;limbo;2017;Abbot;14 Station Road;;Redhill;Surrey;RH1 1NZ;;https://whatpub.com/img/REI/284/abbot-redhill/298/224/1000001;https://whatpub.com/pubs/REI/284/abbot-redhill;;https://www.google.co.uk/maps/@51.2400764,-0.166955,3a,75y,270.68h,93.74t/data=!3m6!1e1!3m4!1sMu1fgF_rhHsq0rC0tiuhXA!2e0!7i13312!8i6656
rh11-qs-entertainment;;bar;;51.240249;-0.169139;open;;Brooklyn Bar & Billiards;9 Queensway;;Redhill;Surrey;RH1 1QT;Q's Entertainment;;https://whatpub.com/pubs/REI/504/qs-entertainment-redhill;;
rh11-tower;;;;51.239166;-0.168895;limbo;;Eagle's Nest;33 High Street;;Redhill;Surrey;RH1 1RD;Tower|Crocks|Office|Dog & Duck;https://photos.francisfrith.com/frith/redhill-high-street-c1955_r17008.jpg|https://whatpub.com/img/REI/286/eagles-nest-redhill/298/224/1000001;https://whatpub.com/pubs/REI/286/eagles-nest-redhill;;https://www.google.co.uk/maps/@51.2390561,-0.1688142,3a,75y,357.57h,86.99t/data=!3m6!1e1!3m4!1siQc5iVFzmYT0txUU5kmejQ!2e0!7i13312!8i6656
rh11-cromwell;;bar;;51.239002;-0.169904;dead;2010;Cromwell;Unit 8 Cromwell Road;;Redhill;Surrey;RH1 1RT;;https://whatpub.com/img/REI/308/cromwell-redhill/298/224/1;https://whatpub.com/pubs/REI/308/cromwell-redhill;;https://www.google.co.uk/maps/@51.2391421,-0.16961,3a,75y,184.96h,82.11t/data=!3m6!1e1!3m4!1sx47ehN9oZ-kNB3e3BvyPpw!2e0!7i13312!8i6656
rh11-joes;;bar;;51.238539;-0.169063;dead;2010s;Hobo's;4-5 Berkeley House, 51 High Street;;Redhill;Surrey;RH1 1RX;Joe’s;;https://whatpub.com/pubs/REI/296/hobos-redhill;;
rh11-frankie-bennys;;bar;;51.238979;-0.168473;dead;2016;Frankie & Benny's;46-48 High Street;;Redhill;Surrey;RH1 1SH;;https://whatpub.com/img/REI/395/frankie-bennys-redhill/298/224/1;https://whatpub.com/pubs/REI/395/frankie-bennys-redhill;;https://www.google.co.uk/maps/@51.2389228,-0.1687445,3a,75y,79.34h,93.1t/data=!3m6!1e1!3m4!1sPZRsQno8xR2aOIfCkFzTnA!2e0!7i13312!8i6656
rh11-wheatsheaf;;;;51.240328;-0.168419;open;;Junction;1 High Street;;Redhill;Surrey;RH1 1RD;Wheatsheaf;https://photos.francisfrith.com/frith/redhill-station-road-1906_55039.jpg|https://photos.francisfrith.com/frith/redhill-high-street-1906_55034.jpg|https://whatpub.com/img/REI/309/junction-redhill/298/224/1000001;https://whatpub.com/pubs/REI/309/junction-redhill;;
rh11-huntsman;;;;51.2401;-0.1686;bone;after 1910;Huntsman  ;High Street (next to Wheatsheaf) ;;Redhill;Surrey;;;;http://www.closedpubs.co.uk/surrey/redhill_huntsman.html;;
rh11-somers-arms;;;;51.2403;-0.1774;gone;1970s;Somers Arms;;Reffels Bridge;Redhill;Surrey;;;;http://www.closedpubs.co.uk/surrey/redhill_somersarms.html|https://whatpub.com/pubs/REI/314/somers-arms-redhill;;
rh11-monson-arms;;;;51.246795;-0.179482;gone;1991;Monson Arms;Green Lane;Batts Hill;Redhill;Surrey;;;https://photos.francisfrith.com/frith/redhill-monson-arms-c1960_r17039.jpg;https://whatpub.com/pubs/REI/302/monson-arms-redhill;;https://www.google.co.uk/maps/@51.2468322,-0.179172,3a,75y,263.49h,92.28t/data=!3m6!1e1!3m4!1s9_vr019P67Xf1ztXpgVApQ!2e0!7i13312!8i6656
rh11-sultan;;;;51.241038;-0.167818;gone;1970s;Sultan;London Road;;Redhill;Surrey;;;;https://whatpub.com/pubs/REI/316/sultan-redhill;;
rh11-south-eastern;;;;51.240402;-0.167413;gone;1977;South Eastern;9 Station Road;;Redhill;Surrey;;;;https://whatpub.com/pubs/REI/315/south-eastern-redhill;;
rh11-locomotive;;;;51.241384;-0.166945;gone;1980s;Locomotive;21 Ladbroke Road;;Redhill;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/redhill_locomotive.jpg;http://www.closedpubs.co.uk/surrey/redhill_locomotive.html|https://whatpub.com/pubs/REI/300/locomotive-redhill;;
rh11-bell;;;1;51.242721;-0.172671;bone;1958;Bell ;39 North Street ;;Redhill;Surrey;;;;http://www.closedpubs.co.uk/surrey/redhill_bell.html;;
rh11-sussex-arms;;;;;;bone;1960;Sussex Arms ;Station Road ;;Redhill;Surrey;;;;http://www.closedpubs.co.uk/surrey/redhill_sussexarms.html;;
rh11-thimble-nutmeg-grater;;;;;;bone;1909;Thimble & Nutmeg Grater ;Warwick Road ;;Redhill;Surrey;;;;http://www.closedpubs.co.uk/surrey/redhill_thimblenutmeggrater.html;;
rh11-warwick-hotel;;;;51.2406;-0.17;bone;1969;Warwick Hotel ;Station Road ;;Redhill;Surrey;;;;http://www.closedpubs.co.uk/surrey/redhill_warwickhotel.html;;
rh11-warwick-shades;;;;;;bone;;Warwick Shades ;Station Road ;;Redhill;Surrey;;;;http://www.closedpubs.co.uk/surrey/redhill_warwickshades.html;;
rh11-british-workman;;;;51.2387;-0.169;bone;;British Workman ;47 High Street ;;Redhill;Surrey;;;;http://www.closedpubs.co.uk/surrey/redhill_britishworkman.html;;
rh11-star;;;;51.2388;-0.1714;bone;1900s;Star  ;1 Observatory Road ;;Redhill;Surrey;;;;http://www.closedpubs.co.uk/surrey/redhill_star.html;;
rh11-queens-arms;;;;51.2412;-0.1683;bone;1972;Queens Arms ;13 London Road ;;Redhill;Surrey;;;;http://www.closedpubs.co.uk/surrey/redhill_queensarms.html;;
rh11-railway-belle;;;;;;bone;1910;Railway Belle ;London Road ;;Redhill;Surrey;;;;http://www.closedpubs.co.uk/surrey/redhill_railwaybelle.html;;
rh11-royal-oak;;;;51.2386;-0.1691;bone;1955;Royal Oak ;49 High Street ;;Redhill;Surrey;;;;http://www.closedpubs.co.uk/surrey/redhill_royaloak.html;;
;;;;;;;;;;;;;;;;;;
rh12-holmthorpe-arms;;;1;51.2489;-0.1581;bone;1884;Holmethorpe Arms ;;Holmethorpe ;Redhill;Surrey;;;;http://www.closedpubs.co.uk/surrey/redhill_holmethorpearms.html;;
rh12-jolly-brickmakers;;;;51.253739;-0.157712;open;;Jolly Brickmakers;58-60 Frenches Road;;Redhill;Surrey;RH1 2JD;;https://whatpub.com/img/REI/298/jolly-brickmakers-redhill/298/224/1;https://whatpub.com/pubs/REI/298/jolly-brickmakers-redhill;;https://www.google.co.uk/maps/@51.2533701,-0.1579077,3a,90y,93.97h,90.77t/data=!3m6!1e1!3m4!1sGsDBNXtESh97TjNA9eDptw!2e0!7i13312!8i6656
rh12-gatton-point;;;;51.253135;-0.165044;gone;1997;Gatton Point;171 London Road;;Redhill;Surrey;RH1 2JH;;;https://whatpub.com/pubs/REI/292/gatton-point-redhill;;https://www.google.co.uk/maps/@51.2532239,-0.1646817,3a,75y,254.36h,97.28t/data=!3m6!1e1!3m4!1sRDaUS7_AAAY0ziccYxwKcA!2e0!7i13312!8i6656
rh12-bricklayers-arms;;;1;51.253803;-0.164713;bone;1891;Bricklayers Arms ;on Gatton Point ;;Redhill;Surrey;;;;http://www.closedpubs.co.uk/surrey/redhill_bricklayersarms.html;;
;;;;;;;;;;;;;;;;;;
rh13-rookwood-house-hotel;;hotel;;51.26158;-0.153098;gone;2004;Rookwood House Hotel;13 London Road South ;Merstham ;Redhill;Surrey;RH1 3AZ ;;;https://whatpub.com/pubs/REI/249/rookwood-house-hotel-merstham;;https://www.google.co.uk/maps/@51.2615813,-0.153577,3a,75y,90.88h,91.92t/data=!3m6!1e1!3m4!1sZfagAMduxjBe0vodBJhA-w!2e0!7i13312!8i6656
rh13-railway-arms;;;;51.265348;-0.152517;open;;Railway Arms;London Road North ;Merstham ;Redhill;Surrey;RH1 3BG ;;https://whatpub.com/img/REI/248/railway-arms-merstham/298/224/1;https://whatpub.com/pubs/REI/248/railway-arms-merstham;;https://www.google.co.uk/maps/@51.2653257,-0.1521304,3a,50.3y,285.8h,93.17t/data=!3m6!1e1!3m4!1stY7oyV_2E_8cC6xfDBpVNg!2e0!7i13312!8i6656
rh13-jolliffe-arms;;;;51.272976;-0.151495;dead;late 1990s;Shepherd's Pen;229 London Road North ;Merstham ;Redhill;Surrey;RH1 3BN ;Jolliffe Arms|Detroits;http://www.closedpubs.co.uk/surrey/pics/merstham_jolliffearms.jpg|http://www.closedpubs.co.uk/surrey/pics/merstham_jolliffearms2.jpg|https://whatpub.com/img/REI/250/shepherds-pen-merstham/298/224/1;http://www.closedpubs.co.uk/surrey/merstham_jolliffearms.html|https://whatpub.com/pubs/REI/250/shepherds-pen-merstham;;https://www.google.co.uk/maps/@51.2728742,-0.1517117,3a,70.1y,61.28h,93.17t/data=!3m6!1e1!3m4!1sZooP2tJDtMQsGlnC8H9Y7Q!2e0!7i13312!8i6656
rh13-feathers;;;;51.264899;-0.152535;open;;Feathers;42 High Street ;Merstham ;Redhill;Surrey;RH1 3EA ;;https://whatpub.com/img/REI/245/feathers-merstham/298/224/1;https://whatpub.com/pubs/REI/245/feathers-merstham;;https://www.google.co.uk/maps/@51.2650281,-0.1524738,3a,75y,175.13h,97.68t/data=!3m6!1e1!3m4!1sorptBbjzs4pCr6naDGoqPw!2e0!7i13312!8i6656
